Amount;Creation date;Closing date;Pipeline;Status;Customer;Country;Product;Sales person;Probability;Source;Expected amount;Color
8,800.979;08-15-2011 10:14:23;12-04-2011 10:14:23;ADVANCED;LOST;Company 7;Germany;PRODUCT 8;Jerri Preble;33.527;Personal contact;295,069.68;GREY
8,249.955;08-24-2011 19:51:23;01-03-2012 19:51:23;EARLY;CONTACTED;Company 2;Mexico;PRODUCT 3;Neva Hunger;36.403;Event;300,321.193;GREY
14,697.052;08-18-2011 16:24:23;11-21-2011 16:24:23;ADVANCED;DEMO;Company 7;Indonesia;PRODUCT 1;Julio Burdge;8.932;Lead generation;131,266.844;RED
11,368.621;08-14-2011 08:13:23;11-25-2011 08:13:23;ADVANCED;VERBAL COMMITMENT;Company 6;France;PRODUCT 4;Nita Marling;9.488;Lead generation;107,870.265;RED
8,646.446;08-19-2011 13:54:23;11-20-2011 13:54:23;EARLY;WIN;Company 4;Japan;PRODUCT 8;Roxie Foraker;12.145;Reference;105,007.607;RED
11,747.834;08-12-2011 06:57:23;12-18-2011 06:57:23;ADVANCED;STANDBY;Company 7;Canada;PRODUCT 4;Julio Burdge;71.283;Personal contact;837,416.986;YELLOW
14,890.271;08-03-2011 12:33:23;11-09-2011 12:33:23;ADVANCED;STANDBY;Company 3;France;PRODUCT 10;Jamie Gilbeau;29.871;Customer;444,786.93;GREY
10,046.099;08-14-2011 07:47:23;11-22-2011 07:47:23;EARLY;QUALIFIED;Company 3;United States;PRODUCT 7;Jerri Preble;18.662;Personal contact;187,478.487;RED
14,142.694;08-09-2011 09:16:23;12-19-2011 09:16:23;ADVANCED;DEMO;Company 3;Switzerland;PRODUCT 4;Jerri Preble;18.579;Website;262,762.744;RED
8,313.602;08-09-2011 17:01:23;12-16-2011 17:01:23;EARLY;WIN;Company 1;Sweden;PRODUCT 7;Jerri Preble;83.563;Lead generation;694,710.276;GREEN
13,556.117;08-26-2011 01:00:23;12-23-2011 01:00:23;STANDBY;LOST;Company 8;India;PRODUCT 2;Kathrine Janas;46.132;Reference;625,365.761;GREY
10,900.751;08-13-2011 07:33:23;12-02-2011 07:33:23;STANDBY;LOST;Company 8;Mexico;PRODUCT 4;Darryl Innes;52.934;Personal contact;577,019.659;YELLOW
10,948.081;08-17-2011 14:45:23;11-27-2011 14:45:23;STANDBY;DEMO;Company 9;China;PRODUCT 3;Darryl Innes;2.552;Reference;27,940.272;RED
12,378.432;09-12-2011 14:31:23;12-21-2011 14:31:23;STANDBY;SHORT LISTED;Company 3;Switzerland;PRODUCT 3;Julio Burdge;82.822;Personal contact;1,025,207.044;GREEN
10,789.874;09-22-2011 14:31:23;12-26-2011 14:31:23;ADVANCED;LOST;Company 5;Germany;PRODUCT 6;Nita Marling;29.938;Partner;323,028.007;GREY
10,969.987;09-13-2011 01:41:23;12-26-2011 01:41:23;ADVANCED;VERBAL COMMITMENT;Company 3;Canada;PRODUCT 7;Roxie Foraker;56.606;Lead generation;620,965.881;YELLOW
11,456.877;09-02-2011 21:01:23;12-20-2011 21:01:23;STANDBY;QUALIFIED;Company 7;Indonesia;PRODUCT 6;Roxie Foraker;21.511;Personal contact;246,446.575;RED
8,994.907;09-09-2011 12:41:23;12-23-2011 12:41:23;EARLY;DEMO;Company 8;Norway;PRODUCT 2;Julio Burdge;37.366;Website;336,103.499;GREY
9,240.609;09-12-2011 05:59:23;01-09-2012 05:59:23;EARLY;STANDBY;Company 6;Norway;PRODUCT 7;Nita Marling;39.807;Lead generation;367,839.022;GREY
10,824.248;09-18-2011 19:59:23;01-29-2012 19:59:23;STANDBY;VERBAL COMMITMENT;Company 5;Saudi Arabia;PRODUCT 11;Julio Burdge;64.397;Lead generation;697,045.454;YELLOW
8,622.507;09-21-2011 12:15:23;01-15-2012 12:15:23;ADVANCED;QUALIFIED;Company 6;China;PRODUCT 8;Nita Marling;4.01;Lead generation;34,577.196;RED
14,847.762;09-20-2011 02:21:23;01-08-2012 02:21:23;STANDBY;WIN;Company 1;Germany;PRODUCT 3;Jerri Preble;43.859;Event;651,202.624;GREY
14,309.415;09-12-2011 06:35:23;12-31-2011 06:35:23;ADVANCED;WIN;Company 8;Germany;PRODUCT 6;Darryl Innes;96.425;Website;1,379,786.553;GREEN
9,952.75;09-09-2011 14:21:23;12-28-2011 14:21:23;EARLY;SHORT LISTED;Company 5;Spain;PRODUCT 10;Neva Hunger;83.572;Customer;831,771.253;GREEN
8,530.793;09-06-2011 05:04:23;12-29-2011 05:04:23;ADVANCED;DEMO;Company 9;Indonesia;PRODUCT 11;Roxie Foraker;38.09;Personal contact;324,935.942;GREY
8,014.629;09-04-2011 19:07:23;12-29-2011 19:07:23;STANDBY;LOST;Company 3;India;PRODUCT 5;Darryl Innes;21.95;Website;175,921.085;RED
8,097.652;09-14-2011 07:25:23;01-22-2012 07:25:23;STANDBY;VERBAL COMMITMENT;Company 1;Netherlands;PRODUCT 10;Roxie Foraker;83.53;Customer;676,396.263;GREEN
10,899.224;09-10-2011 19:52:23;01-02-2012 19:52:23;STANDBY;STANDBY;Company 4;United States;PRODUCT 2;Neva Hunger;1.073;Personal contact;11,698.46;RED
8,723.196;09-20-2011 07:51:23;01-22-2012 07:51:23;EARLY;QUALIFIED;Company 1;Canada;PRODUCT 8;Julio Burdge;84.654;Website;738,450.795;GREEN
13,476.774;09-05-2011 12:48:23;01-02-2012 12:48:23;STANDBY;STANDBY;Company 9;United Kingdom;PRODUCT 10;Neva Hunger;33.905;Customer;456,932.098;GREY
9,105.192;09-01-2011 01:30:23;01-02-2012 01:30:23;EARLY;LOST;Company 7;Spain;PRODUCT 4;Neva Hunger;73.787;Lead generation;671,843.827;YELLOW
11,147.659;09-25-2011 09:43:23;12-31-2011 09:43:23;ADVANCED;VERBAL COMMITMENT;Company 9;United Kingdom;PRODUCT 8;Kathrine Janas;15.647;Event;174,423.508;RED
13,270.056;09-12-2011 02:57:23;01-19-2012 02:57:23;EARLY;CONTACTED;Company 4;Indonesia;PRODUCT 3;Roxie Foraker;15.849;Partner;210,315.446;RED
8,379.844;09-05-2011 22:36:23;01-15-2012 22:36:23;STANDBY;CONTACTED;Company 1;Japan;PRODUCT 8;Neva Hunger;29.233;Lead generation;244,970.017;GREY
14,678.657;09-13-2011 05:09:23;01-06-2012 05:09:23;EARLY;CONTACTED;Company 8;Netherlands;PRODUCT 10;Jamie Gilbeau;79.669;Personal contact;1,169,435.284;GREEN
10,758.045;09-13-2011 15:04:23;01-18-2012 15:04:23;EARLY;QUALIFIED;Company 2;Russia;PRODUCT 5;Darryl Innes;94.971;Website;1,021,707.09;GREEN
14,593.839;09-17-2011 22:14:23;12-23-2011 22:14:23;EARLY;SHORT LISTED;Company 1;Canada;PRODUCT 11;Nita Marling;78.444;Reference;1,144,802.613;GREEN
11,044.607;09-09-2011 17:18:23;01-07-2012 17:18:23;EARLY;QUALIFIED;Company 3;Turkey;PRODUCT 8;Neva Hunger;14.316;Reference;158,118.324;RED
8,209.664;09-24-2011 02:35:23;01-16-2012 02:35:23;EARLY;WIN;Company 2;Spain;PRODUCT 5;Roxie Foraker;29.336;Event;240,839.001;GREY
14,752.112;09-10-2011 15:00:23;01-02-2012 15:00:23;STANDBY;SHORT LISTED;Company 6;Italy;PRODUCT 6;Roxie Foraker;57.79;Lead generation;852,518.881;YELLOW
12,042.374;09-20-2011 03:25:23;01-06-2012 03:25:23;EARLY;STANDBY;Company 3;Indonesia;PRODUCT 3;Jamie Gilbeau;82.21;Lead generation;989,998.863;GREEN
10,727.694;09-08-2011 14:23:23;12-09-2011 14:23:23;ADVANCED;SHORT LISTED;Company 4;Sweden;PRODUCT 2;Roxie Foraker;47.038;Lead generation;504,613.092;GREY
10,083.068;09-08-2011 07:32:23;12-26-2011 07:32:23;EARLY;QUALIFIED;Company 9;Italy;PRODUCT 10;Julio Burdge;67.513;Reference;680,733.636;YELLOW
9,249.079;10-18-2011 01:38:23;02-16-2012 01:38:23;STANDBY;QUALIFIED;Company 9;Mexico;PRODUCT 8;Roxie Foraker;81.034;Lead generation;749,492.885;GREEN
11,212.1;10-21-2011 18:15:23;01-23-2012 18:15:23;ADVANCED;DEMO;Company 9;Japan;PRODUCT 2;Nita Marling;13.295;Partner;149,059.944;RED
11,132.342;10-08-2011 19:51:23;01-20-2012 19:51:23;ADVANCED;CONTACTED;Company 3;Poland;PRODUCT 8;Nita Marling;56.414;Reference;628,019.62;YELLOW
11,375.2;10-01-2011 22:51:23;01-30-2012 22:51:23;EARLY;DEMO;Company 3;Belgium;PRODUCT 6;Neva Hunger;81.368;Reference;925,573.985;GREEN
9,351.387;10-23-2011 03:27:23;02-12-2012 03:27:23;STANDBY;DEMO;Company 2;Russia;PRODUCT 5;Roxie Foraker;31.959;Website;298,860.769;GREY
11,021.305;10-19-2011 17:16:23;02-16-2012 17:16:23;EARLY;SHORT LISTED;Company 5;Switzerland;PRODUCT 4;Jerri Preble;72.607;Lead generation;800,227.905;YELLOW
12,669.136;10-06-2011 18:13:23;01-14-2012 18:13:23;EARLY;SHORT LISTED;Company 9;India;PRODUCT 3;Darryl Innes;87.218;Customer;1,104,970.58;GREEN
14,302.114;10-24-2011 14:17:23;01-29-2012 14:17:23;STANDBY;STANDBY;Company 3;China;PRODUCT 7;Jamie Gilbeau;51.394;Lead generation;735,038.73;YELLOW
10,780.449;10-09-2011 14:54:23;01-26-2012 14:54:23;EARLY;DEMO;Company 9;United States;PRODUCT 10;Jamie Gilbeau;25.266;Customer;272,379.517;GREY
13,533.367;10-03-2011 18:27:23;01-08-2012 18:27:23;EARLY;SHORT LISTED;Company 8;Spain;PRODUCT 3;Darryl Innes;39.194;Lead generation;530,425.282;GREY
10,466.751;10-13-2011 02:54:23;02-10-2012 02:54:23;ADVANCED;WIN;Company 5;Saudi Arabia;PRODUCT 7;Darryl Innes;69.612;Personal contact;728,610.263;YELLOW
11,417.827;10-05-2011 08:06:23;01-29-2012 08:06:23;STANDBY;CONTACTED;Company 4;Mexico;PRODUCT 4;Julio Burdge;27.285;Partner;311,533.065;GREY
13,262.388;10-17-2011 10:45:23;01-16-2012 10:45:23;ADVANCED;WIN;Company 7;South Korea;PRODUCT 10;Jerri Preble;5.236;Reference;69,443.293;RED
14,530.001;10-17-2011 12:41:23;01-18-2012 12:41:23;EARLY;CONTACTED;Company 6;France;PRODUCT 2;Neva Hunger;58.616;Lead generation;851,697.437;YELLOW
8,132.694;10-14-2011 19:34:23;02-11-2012 19:34:23;STANDBY;CONTACTED;Company 4;Belgium;PRODUCT 8;Jamie Gilbeau;13.777;Personal contact;112,047.745;RED
8,562.561;10-11-2011 18:21:23;02-10-2012 18:21:23;EARLY;QUALIFIED;Company 3;Switzerland;PRODUCT 8;Kathrine Janas;28.816;Reference;246,740.041;GREY
10,663.781;10-11-2011 00:37:23;01-09-2012 00:37:23;EARLY;SHORT LISTED;Company 8;France;PRODUCT 8;Jerri Preble;52.857;Partner;563,650.622;YELLOW
9,834.497;10-04-2011 14:53:23;01-21-2012 14:53:23;ADVANCED;VERBAL COMMITMENT;Company 4;Mexico;PRODUCT 2;Jerri Preble;56.333;Reference;554,005.553;YELLOW
12,264.046;10-13-2011 13:32:23;01-29-2012 13:32:23;ADVANCED;LOST;Company 1;Switzerland;PRODUCT 10;Julio Burdge;29.541;Website;362,291.511;GREY
14,560.984;10-15-2011 13:39:23;02-02-2012 13:39:23;ADVANCED;QUALIFIED;Company 3;Netherlands;PRODUCT 8;Kathrine Janas;71.723;Website;1,044,354.88;YELLOW
10,877.399;10-11-2011 15:57:23;01-29-2012 15:57:23;ADVANCED;STANDBY;Company 9;Russia;PRODUCT 10;Nita Marling;17.951;Website;195,256.477;RED
10,384.964;10-09-2011 02:33:23;01-15-2012 02:33:23;ADVANCED;SHORT LISTED;Company 7;Saudi Arabia;PRODUCT 5;Neva Hunger;76.075;Personal contact;790,037.837;GREEN
14,708.206;10-25-2011 09:41:23;02-27-2012 09:41:23;EARLY;WIN;Company 6;India;PRODUCT 7;Darryl Innes;71.004;Personal contact;1,044,347.474;YELLOW
11,670.456;10-21-2011 10:31:23;02-06-2012 10:31:23;EARLY;SHORT LISTED;Company 6;Sweden;PRODUCT 4;Kathrine Janas;18.579;Partner;216,820.91;RED
8,457.954;10-16-2011 07:03:23;02-03-2012 07:03:23;ADVANCED;QUALIFIED;Company 1;Turkey;PRODUCT 3;Jamie Gilbeau;76.306;Partner;645,396.444;GREEN
10,057.572;10-24-2011 23:10:23;02-26-2012 23:10:23;STANDBY;QUALIFIED;Company 6;Netherlands;PRODUCT 8;Jamie Gilbeau;43.229;Event;434,774.73;GREY
11,573.631;10-19-2011 21:36:23;03-01-2012 21:36:23;ADVANCED;QUALIFIED;Company 7;Saudi Arabia;PRODUCT 10;Roxie Foraker;6.174;Website;71,456.295;RED
11,779.267;10-04-2011 15:30:23;01-28-2012 15:30:23;STANDBY;STANDBY;Company 3;Switzerland;PRODUCT 10;Jerri Preble;54.675;Website;644,031.395;YELLOW
8,007.833;10-10-2011 08:52:23;02-12-2012 08:52:23;STANDBY;DEMO;Company 3;South Korea;PRODUCT 8;Jamie Gilbeau;11.806;Customer;94,537.162;RED
11,239.793;10-04-2011 22:07:23;01-02-2012 22:07:23;EARLY;SHORT LISTED;Company 6;Indonesia;PRODUCT 6;Julio Burdge;53.211;Customer;598,075.915;YELLOW
9,990.579;11-02-2011 02:10:23;02-19-2012 02:10:23;STANDBY;QUALIFIED;Company 1;Sweden;PRODUCT 6;Kathrine Janas;11.589;Event;115,782.903;RED
9,354.883;11-21-2011 22:16:23;03-07-2012 22:16:23;EARLY;SHORT LISTED;Company 9;Italy;PRODUCT 6;Nita Marling;88.9;Personal contact;831,649.19;GREEN
14,312.85;11-11-2011 18:55:23;02-13-2012 18:55:23;EARLY;LOST;Company 6;United Kingdom;PRODUCT 11;Darryl Innes;23.552;Lead generation;337,099.944;RED
10,153.645;11-21-2011 21:54:23;02-26-2012 21:54:23;STANDBY;STANDBY;Company 5;Switzerland;PRODUCT 11;Kathrine Janas;84.85;Lead generation;861,531.979;GREEN
8,621.851;11-04-2011 17:03:23;03-17-2012 17:03:23;EARLY;VERBAL COMMITMENT;Company 7;Poland;PRODUCT 3;Jamie Gilbeau;91.951;Event;792,789.317;GREEN
13,142.184;11-20-2011 14:24:23;03-24-2012 14:24:23;EARLY;STANDBY;Company 4;United Kingdom;PRODUCT 5;Darryl Innes;79.617;Customer;1,046,343.711;GREEN
10,227.981;11-13-2011 05:41:23;02-11-2012 05:41:23;EARLY;CONTACTED;Company 2;Spain;PRODUCT 6;Roxie Foraker;58.002;Partner;593,244.629;YELLOW
11,928.933;11-25-2011 22:47:23;03-07-2012 22:47:23;EARLY;CONTACTED;Company 8;Belgium;PRODUCT 8;Jerri Preble;38.764;Personal contact;462,410.707;GREY
14,923.533;11-06-2011 17:26:23;02-15-2012 17:26:23;EARLY;QUALIFIED;Company 5;Russia;PRODUCT 1;Darryl Innes;24.752;Personal contact;369,390.143;RED
9,611.709;11-12-2011 23:11:23;03-18-2012 23:11:23;EARLY;WIN;Company 3;Russia;PRODUCT 8;Jamie Gilbeau;85.544;Partner;822,228.173;GREEN
13,313.107;11-16-2011 17:21:23;03-21-2012 17:21:23;STANDBY;CONTACTED;Company 6;Switzerland;PRODUCT 2;Roxie Foraker;66.091;Customer;879,879.437;YELLOW
12,426.49;11-18-2011 23:19:23;03-27-2012 23:19:23;STANDBY;VERBAL COMMITMENT;Company 6;Mexico;PRODUCT 8;Roxie Foraker;0.741;Personal contact;9,202.705;RED
8,155.74;11-15-2011 02:00:23;03-01-2012 02:00:23;ADVANCED;WIN;Company 9;Indonesia;PRODUCT 11;Kathrine Janas;29.904;Event;243,891.61;GREY
12,157.9;11-14-2011 09:21:23;03-02-2012 09:21:23;STANDBY;WIN;Company 7;Turkey;PRODUCT 10;Roxie Foraker;41.633;Lead generation;506,168.987;GREY
8,218.76;11-05-2011 15:57:23;02-13-2012 15:57:23;STANDBY;QUALIFIED;Company 9;China;PRODUCT 5;Darryl Innes;85.365;Reference;701,592.943;GREEN
9,811.425;11-12-2011 10:50:23;03-14-2012 10:50:23;STANDBY;DEMO;Company 3;Netherlands;PRODUCT 7;Neva Hunger;30.115;Personal contact;295,469.019;GREY
9,143.355;11-25-2011 20:40:23;04-03-2012 20:40:23;ADVANCED;LOST;Company 6;Norway;PRODUCT 1;Julio Burdge;64.368;Event;588,541.693;YELLOW
14,047.339;11-17-2011 21:29:23;02-25-2012 21:29:23;EARLY;CONTACTED;Company 8;Saudi Arabia;PRODUCT 10;Roxie Foraker;59.946;Event;842,083.098;YELLOW
13,821.863;11-16-2011 21:42:23;03-01-2012 21:42:23;EARLY;CONTACTED;Company 7;Turkey;PRODUCT 11;Nita Marling;47.106;Customer;651,098.023;GREY
10,876.356;11-08-2011 06:48:23;03-19-2012 06:48:23;EARLY;QUALIFIED;Company 1;China;PRODUCT 8;Nita Marling;73.148;Customer;795,584.149;YELLOW
11,786.775;10-31-2011 07:35:23;03-07-2012 07:35:23;ADVANCED;LOST;Company 2;Brazil;PRODUCT 6;Roxie Foraker;41.782;Event;492,480.111;GREY
13,116.994;11-14-2011 09:04:23;03-24-2012 09:04:23;STANDBY;STANDBY;Company 4;France;PRODUCT 3;Darryl Innes;55.538;Reference;728,497.076;YELLOW
12,111.47;11-05-2011 21:03:23;02-07-2012 21:03:23;STANDBY;WIN;Company 3;Norway;PRODUCT 8;Darryl Innes;8.466;Personal contact;102,541.454;RED
11,114.66;11-22-2011 11:16:23;03-06-2012 11:16:23;STANDBY;CONTACTED;Company 1;Germany;PRODUCT 10;Roxie Foraker;1.407;Lead generation;15,643.501;RED
14,322.649;11-26-2011 19:29:23;03-10-2012 19:29:23;ADVANCED;VERBAL COMMITMENT;Company 8;Brazil;PRODUCT 1;Roxie Foraker;77.092;Event;1,104,158.607;GREEN
10,222.459;11-17-2011 07:37:23;03-15-2012 07:37:23;ADVANCED;STANDBY;Company 3;Japan;PRODUCT 4;Julio Burdge;97.334;Personal contact;994,997.14;GREEN
11,824.511;11-03-2011 06:02:23;02-28-2012 06:02:23;ADVANCED;CONTACTED;Company 8;South Korea;PRODUCT 2;Nita Marling;9.592;Partner;113,416.099;RED
11,543.712;11-26-2011 01:03:23;03-02-2012 01:03:23;EARLY;QUALIFIED;Company 8;Saudi Arabia;PRODUCT 10;Julio Burdge;75.145;Lead generation;867,448.405;GREEN
10,334.624;11-16-2011 01:37:23;02-14-2012 01:37:23;ADVANCED;SHORT LISTED;Company 1;United Kingdom;PRODUCT 4;Roxie Foraker;56.177;Event;580,564.743;YELLOW
9,436.2;11-17-2011 13:17:23;03-24-2012 13:17:23;ADVANCED;STANDBY;Company 6;Canada;PRODUCT 10;Roxie Foraker;84.008;Customer;792,711.799;GREEN
8,831.535;12-26-2011 08:28:23;03-29-2012 08:28:23;EARLY;SHORT LISTED;Company 2;South Korea;PRODUCT 10;Julio Burdge;55.753;Lead generation;492,386.477;YELLOW
9,278.125;12-19-2011 00:56:23;04-19-2012 00:56:23;EARLY;STANDBY;Company 5;Turkey;PRODUCT 8;Jerri Preble;31.675;Event;293,881.21;GREY
9,514.084;12-01-2011 15:44:23;03-06-2012 15:44:23;ADVANCED;VERBAL COMMITMENT;Company 3;Australia;PRODUCT 3;Julio Burdge;30.482;Event;290,006.319;GREY
12,995.791;12-23-2011 05:00:23;03-26-2012 05:00:23;ADVANCED;QUALIFIED;Company 1;Italy;PRODUCT 8;Julio Burdge;44.859;Event;582,978.042;GREY
11,272.448;12-08-2011 19:28:23;04-15-2012 19:28:23;STANDBY;STANDBY;Company 6;Sweden;PRODUCT 6;Jamie Gilbeau;24.477;Partner;275,910.312;RED
10,852.999;12-22-2011 00:44:23;04-19-2012 00:44:23;ADVANCED;WIN;Company 8;Japan;PRODUCT 8;Neva Hunger;98.755;Partner;1,071,783.582;GREEN
11,170.894;12-23-2011 07:02:23;04-23-2012 07:02:23;EARLY;LOST;Company 1;Belgium;PRODUCT 5;Neva Hunger;36.645;Customer;409,358.745;GREY
11,002.164;12-23-2011 14:33:23;04-09-2012 14:33:23;ADVANCED;VERBAL COMMITMENT;Company 4;Saudi Arabia;PRODUCT 11;Nita Marling;65.697;Customer;722,806.778;YELLOW
10,442.26;12-03-2011 23:07:23;03-31-2012 23:07:23;EARLY;DEMO;Company 7;United Kingdom;PRODUCT 2;Roxie Foraker;97.669;Personal contact;1,019,889.761;GREEN
12,297.154;12-18-2011 10:47:23;03-28-2012 10:47:23;ADVANCED;LOST;Company 5;Mexico;PRODUCT 8;Jamie Gilbeau;32.963;Event;405,351.378;GREY
14,494.144;12-07-2011 23:34:23;04-10-2012 23:34:23;ADVANCED;QUALIFIED;Company 5;Spain;PRODUCT 6;Roxie Foraker;41.127;Reference;596,097.301;GREY
14,867.842;12-20-2011 08:37:23;04-18-2012 08:37:23;ADVANCED;WIN;Company 4;France;PRODUCT 8;Neva Hunger;39.715;Lead generation;590,469.457;GREY
9,426.823;12-23-2011 04:20:23;03-27-2012 04:20:23;STANDBY;DEMO;Company 5;Australia;PRODUCT 6;Jamie Gilbeau;18.752;Customer;176,767.501;RED
8,956.381;12-24-2011 05:08:23;05-06-2012 05:08:23;EARLY;CONTACTED;Company 6;India;PRODUCT 8;Jerri Preble;83.078;Lead generation;744,081.872;GREEN
9,562.885;12-16-2011 09:09:23;03-29-2012 09:09:23;EARLY;WIN;Company 4;Germany;PRODUCT 5;Neva Hunger;9.838;Personal contact;94,079.036;RED
8,515.191;12-15-2011 19:07:23;04-05-2012 19:07:23;EARLY;DEMO;Company 3;Poland;PRODUCT 5;Jamie Gilbeau;43.37;Reference;369,307.194;GREY
11,488.577;12-13-2011 03:45:23;04-10-2012 03:45:23;EARLY;QUALIFIED;Company 4;Australia;PRODUCT 2;Jamie Gilbeau;74.783;Customer;859,148.779;YELLOW
14,066.677;12-12-2011 16:12:23;04-01-2012 16:12:23;ADVANCED;DEMO;Company 1;Poland;PRODUCT 6;Darryl Innes;78.458;Event;1,103,647.395;GREEN
12,106.879;12-03-2011 04:51:23;04-10-2012 04:51:23;STANDBY;QUALIFIED;Company 3;Germany;PRODUCT 8;Darryl Innes;2.77;Lead generation;33,533.274;RED
13,324.654;12-07-2011 16:49:23;03-06-2012 16:49:23;STANDBY;DEMO;Company 4;Japan;PRODUCT 10;Julio Burdge;37.266;Partner;496,556.105;GREY
10,202.29;12-05-2011 10:55:23;03-20-2012 10:55:23;EARLY;VERBAL COMMITMENT;Company 7;Belgium;PRODUCT 10;Jerri Preble;3.593;Reference;36,655.813;RED
9,077.494;12-17-2011 21:34:23;04-07-2012 21:34:23;ADVANCED;SHORT LISTED;Company 5;Brazil;PRODUCT 6;Darryl Innes;42.418;Lead generation;385,049.732;GREY
9,017.336;11-30-2011 01:39:23;04-12-2012 01:39:23;ADVANCED;STANDBY;Company 8;Spain;PRODUCT 6;Darryl Innes;93.622;Customer;844,223.893;GREEN
14,832.997;12-17-2011 21:04:23;03-24-2012 21:04:23;ADVANCED;DEMO;Company 6;China;PRODUCT 3;Jamie Gilbeau;92.025;Partner;1,365,009.783;GREEN
9,340.799;12-27-2011 11:45:23;04-17-2012 11:45:23;EARLY;DEMO;Company 1;France;PRODUCT 5;Kathrine Janas;25.909;Reference;242,015.032;GREY
14,724.974;12-20-2011 03:23:23;04-03-2012 03:23:23;STANDBY;LOST;Company 2;Canada;PRODUCT 6;Nita Marling;30.61;Customer;450,731.118;GREY
10,607.658;12-02-2011 14:18:23;03-21-2012 14:18:23;STANDBY;CONTACTED;Company 1;Germany;PRODUCT 8;Nita Marling;14.433;Website;153,104.411;RED
10,181.552;12-13-2011 12:35:23;03-28-2012 12:35:23;STANDBY;VERBAL COMMITMENT;Company 8;India;PRODUCT 1;Neva Hunger;39.173;Customer;398,845.578;GREY
9,510.755;12-14-2011 13:01:23;04-19-2012 13:01:23;EARLY;DEMO;Company 3;France;PRODUCT 1;Neva Hunger;2.488;Lead generation;23,658.874;RED
9,855.197;12-08-2011 10:19:23;03-31-2012 10:19:23;EARLY;QUALIFIED;Company 1;Australia;PRODUCT 4;Jamie Gilbeau;94.402;Lead generation;930,349.978;GREEN
13,624.179;01-26-2012 20:55:23;04-26-2012 20:55:23;STANDBY;DEMO;Company 7;Poland;PRODUCT 3;Jerri Preble;25.207;Partner;343,431.378;GREY
8,314.457;01-02-2012 03:40:23;05-10-2012 03:40:23;EARLY;VERBAL COMMITMENT;Company 3;India;PRODUCT 11;Neva Hunger;47.016;Personal contact;390,910.691;GREY
10,538.364;01-18-2012 16:36:23;05-11-2012 16:36:23;EARLY;CONTACTED;Company 3;Sweden;PRODUCT 10;Jerri Preble;16.238;Customer;171,127.209;RED
12,997.42;01-10-2012 02:29:23;05-01-2012 02:29:23;STANDBY;VERBAL COMMITMENT;Company 8;Netherlands;PRODUCT 7;Darryl Innes;69.257;Customer;900,156.887;YELLOW
8,006.911;01-27-2012 04:23:23;05-10-2012 04:23:23;EARLY;WIN;Company 1;Belgium;PRODUCT 8;Darryl Innes;8.545;Website;68,417.001;RED
10,926.898;01-25-2012 20:59:23;04-27-2012 20:59:23;ADVANCED;CONTACTED;Company 8;Netherlands;PRODUCT 1;Jamie Gilbeau;21.517;Website;235,113.469;RED
8,605.128;01-13-2012 20:57:23;04-25-2012 20:57:23;EARLY;DEMO;Company 3;Mexico;PRODUCT 7;Neva Hunger;79.358;Partner;682,889.389;GREEN
11,687.32;01-26-2012 20:18:23;06-01-2012 20:18:23;ADVANCED;VERBAL COMMITMENT;Company 1;Germany;PRODUCT 1;Jerri Preble;88.11;Personal contact;1,029,768.822;GREEN
13,400.285;01-19-2012 04:22:23;04-18-2012 04:22:23;ADVANCED;SHORT LISTED;Company 5;Belgium;PRODUCT 1;Julio Burdge;89.27;Website;1,196,240.039;GREEN
9,163.354;01-01-2012 06:34:23;04-27-2012 06:34:23;STANDBY;WIN;Company 2;Norway;PRODUCT 5;Jerri Preble;32.179;Partner;294,870.203;GREY
9,133.59;01-25-2012 17:37:23;05-10-2012 17:37:23;EARLY;QUALIFIED;Company 3;Saudi Arabia;PRODUCT 6;Nita Marling;65.458;Customer;597,862.525;YELLOW
12,540.238;01-11-2012 14:18:23;05-04-2012 14:18:23;STANDBY;CONTACTED;Company 4;Saudi Arabia;PRODUCT 8;Kathrine Janas;19.75;Reference;247,675.859;RED
12,413.889;01-15-2012 22:39:23;04-24-2012 22:39:23;STANDBY;CONTACTED;Company 5;Sweden;PRODUCT 5;Kathrine Janas;79.061;Personal contact;981,448.513;GREEN
10,065.836;01-24-2012 09:39:23;05-27-2012 09:39:23;EARLY;QUALIFIED;Company 9;Brazil;PRODUCT 8;Jerri Preble;62.922;Customer;633,363.9;YELLOW
13,423.073;01-02-2012 15:36:23;04-17-2012 15:36:23;ADVANCED;VERBAL COMMITMENT;Company 5;Saudi Arabia;PRODUCT 2;Jamie Gilbeau;66.689;Event;895,170.987;YELLOW
9,074.416;01-18-2012 02:08:23;05-18-2012 02:08:23;ADVANCED;STANDBY;Company 3;Japan;PRODUCT 11;Nita Marling;32.198;Lead generation;292,179.462;GREY
11,633.216;01-26-2012 09:55:23;05-04-2012 09:55:23;ADVANCED;LOST;Company 7;Brazil;PRODUCT 11;Roxie Foraker;46.077;Website;536,028.339;GREY
8,772.133;01-03-2012 21:58:23;04-18-2012 21:58:23;ADVANCED;WIN;Company 5;South Korea;PRODUCT 6;Roxie Foraker;87.961;Personal contact;771,602.045;GREEN
14,035.424;01-26-2012 23:41:23;06-05-2012 23:41:23;EARLY;QUALIFIED;Company 4;Italy;PRODUCT 5;Jamie Gilbeau;75.877;Partner;1,064,972.88;GREEN
